"REF_DATE","GEO","DGUID","Airports","Class of operation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Newfoundland and Labrador","2016A000210","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030875","1010.100003.1","1713","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030876","1010.100003.2","1713","","","","0"
"2022-01","Newfoundland and Labrador","2016A000210","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030877","1010.100003.3","","..","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030878","1011.100001.1","484","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, all airports","Itinerant movements","Number","223","units","0","v1376030879","1011.100001.2","288","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, all airports","Local movements","Number","223","units","0","v1376030880","1011.100001.3","196","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030881","1011.100002.1","484","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030882","1011.100002.2","288","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030883","1011.100002.3","196","","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030884","1011.100003.1","","..","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030885","1011.100003.2","","..","","","0"
"2022-01","Prince Edward Island","2016A000211","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030886","1011.100003.3","","..","","","0"
"2022-01","Nova Scotia","2016A000212","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030887","1012.100001.1","2728","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, all airports","Itinerant movements","Number","223","units","0","v1376030888","1012.100001.2","2632","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, all airports","Local movements","Number","223","units","0","v1376030889","1012.100001.3","96","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030890","1012.100002.1","2491","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030891","1012.100002.2","2401","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030892","1012.100002.3","90","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030893","1012.100003.1","237","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030894","1012.100003.2","231","","","","0"
"2022-01","Nova Scotia","2016A000212","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030895","1012.100003.3","6","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030896","1013.100001.1","11379","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all airports","Itinerant movements","Number","223","units","0","v1376030897","1013.100001.2","5427","","","","0"
"2022-01","New Brunswick","2016A000213","Total, all airports","Local movements","Number","223","units","0","v1376030898","1013.100001.3","5952","","","","0"
"2022-01","New Brunswick","2016A000213","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030899","1013.100002.1","11379","","","","0"
"2022-01","New Brunswick","2016A000213","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030900","1013.100002.2","5427","","","","0"
"2022-01","New Brunswick","2016A000213","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030901","1013.100002.3","5952","","","","0"
"2022-01","New Brunswick","2016A000213","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030902","1013.100003.1","","..","","","0"
"2022-01","New Brunswick","2016A000213","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030903","1013.100003.2","","..","","","0"
"2022-01","New Brunswick","2016A000213","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030904","1013.100003.3","","..","","","0"
"2022-01","Quebec","2016A000224","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030905","1024.100001.1","34951","","","","0"
"2022-01","Quebec","2016A000224","Total, all airports","Itinerant movements","Number","223","units","0","v1376030906","1024.100001.2","27619","","","","0"
"2022-01","Quebec","2016A000224","Total, all airports","Local movements","Number","223","units","0","v1376030907","1024.100001.3","7332","","","","0"
"2022-01","Quebec","2016A000224","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030908","1024.100002.1","32669","","","","0"
"2022-01","Quebec","2016A000224","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030909","1024.100002.2","25443","","","","0"
"2022-01","Quebec","2016A000224","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030910","1024.100002.3","7226","","","","0"
"2022-01","Quebec","2016A000224","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030911","1024.100003.1","2282","","","","0"
"2022-01","Quebec","2016A000224","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030912","1024.100003.2","2176","","","","0"
"2022-01","Quebec","2016A000224","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030913","1024.100003.3","106","","","","0"
"2022-01","Ontario","2016A000235","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030914","1035.100001.1","78463","","","","0"
"2022-01","Ontario","2016A000235","Total, all airports","Itinerant movements","Number","223","units","0","v1376030915","1035.100001.2","56791","","","","0"
"2022-01","Ontario","2016A000235","Total, all airports","Local movements","Number","223","units","0","v1376030916","1035.100001.3","21672","","","","0"
"2022-01","Ontario","2016A000235","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030917","1035.100002.1","73756","","","","0"
"2022-01","Ontario","2016A000235","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030918","1035.100002.2","52408","","","","0"
"2022-01","Ontario","2016A000235","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030919","1035.100002.3","21348","","","","0"
"2022-01","Ontario","2016A000235","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030920","1035.100003.1","4707","","","","0"
"2022-01","Ontario","2016A000235","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030921","1035.100003.2","4383","","","","0"
"2022-01","Ontario","2016A000235","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030922","1035.100003.3","324","","","","0"
"2022-01","Manitoba","2016A000246","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030923","1046.100001.1","20239","","","","0"
"2022-01","Manitoba","2016A000246","Total, all airports","Itinerant movements","Number","223","units","0","v1376030924","1046.100001.2","14283","","","","0"
"2022-01","Manitoba","2016A000246","Total, all airports","Local movements","Number","223","units","0","v1376030925","1046.100001.3","5956","","","","0"
"2022-01","Manitoba","2016A000246","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030926","1046.100002.1","17307","","","","0"
"2022-01","Manitoba","2016A000246","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030927","1046.100002.2","11477","","","","0"
"2022-01","Manitoba","2016A000246","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030928","1046.100002.3","5830","","","","0"
"2022-01","Manitoba","2016A000246","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030929","1046.100003.1","2932","","","","0"
"2022-01","Manitoba","2016A000246","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030930","1046.100003.2","2806","","","","0"
"2022-01","Manitoba","2016A000246","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030931","1046.100003.3","126","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030932","1047.100001.1","10449","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, all airports","Itinerant movements","Number","223","units","0","v1376030933","1047.100001.2","7021","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, all airports","Local movements","Number","223","units","0","v1376030934","1047.100001.3","3428","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030935","1047.100002.1","9684","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030936","1047.100002.2","6406","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030937","1047.100002.3","3278","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030938","1047.100003.1","765","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030939","1047.100003.2","615","","","","0"
"2022-01","Saskatchewan","2016A000247","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030940","1047.100003.3","150","","","","0"
"2022-01","Alberta","2016A000248","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030941","1048.100001.1","42332","","","","0"
"2022-01","Alberta","2016A000248","Total, all airports","Itinerant movements","Number","223","units","0","v1376030942","1048.100001.2","30032","","","","0"
"2022-01","Alberta","2016A000248","Total, all airports","Local movements","Number","223","units","0","v1376030943","1048.100001.3","12300","","","","0"
"2022-01","Alberta","2016A000248","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030944","1048.100002.1","42332","","","","0"
"2022-01","Alberta","2016A000248","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030945","1048.100002.2","30032","","","","0"
"2022-01","Alberta","2016A000248","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030946","1048.100002.3","12300","","","","0"
"2022-01","Alberta","2016A000248","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030947","1048.100003.1","","..","","","0"
"2022-01","Alberta","2016A000248","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030948","1048.100003.2","","..","","","0"
"2022-01","Alberta","2016A000248","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030949","1048.100003.3","","..","","","0"
"2022-01","British Columbia","2016A000259","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030950","1059.100001.1","64341","","","","0"
"2022-01","British Columbia","2016A000259","Total, all airports","Itinerant movements","Number","223","units","0","v1376030951","1059.100001.2","44181","","","","0"
"2022-01","British Columbia","2016A000259","Total, all airports","Local movements","Number","223","units","0","v1376030952","1059.100001.3","20160","","","","0"
"2022-01","British Columbia","2016A000259","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030953","1059.100002.1","63030","","","","0"
"2022-01","British Columbia","2016A000259","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030954","1059.100002.2","42992","","","","0"
"2022-01","British Columbia","2016A000259","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030955","1059.100002.3","20038","","","","0"
"2022-01","British Columbia","2016A000259","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030956","1059.100003.1","1311","","","","0"
"2022-01","British Columbia","2016A000259","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030957","1059.100003.2","1189","","","","0"
"2022-01","British Columbia","2016A000259","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030958","1059.100003.3","122","","","","0"
"2022-01","Yukon","2016A000260","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030959","1060.100001.1","1957","","","","0"
"2022-01","Yukon","2016A000260","Total, all airports","Itinerant movements","Number","223","units","0","v1376030960","1060.100001.2","1107","","","","0"
"2022-01","Yukon","2016A000260","Total, all airports","Local movements","Number","223","units","0","v1376030961","1060.100001.3","850","","","","0"
"2022-01","Yukon","2016A000260","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030962","1060.100002.1","1957","","","","0"
"2022-01","Yukon","2016A000260","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030963","1060.100002.2","1107","","","","0"
"2022-01","Yukon","2016A000260","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030964","1060.100002.3","850","","","","0"
"2022-01","Yukon","2016A000260","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030965","1060.100003.1","","..","","","0"
"2022-01","Yukon","2016A000260","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030966","1060.100003.2","","..","","","0"
"2022-01","Yukon","2016A000260","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030967","1060.100003.3","","..","","","0"
"2022-01","Northwest Territories","2016A000261","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030968","1061.100001.1","4081","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, all airports","Itinerant movements","Number","223","units","0","v1376030969","1061.100001.2","3829","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, all airports","Local movements","Number","223","units","0","v1376030970","1061.100001.3","252","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030971","1061.100002.1","3543","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030972","1061.100002.2","3291","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030973","1061.100002.3","252","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030974","1061.100003.1","538","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030975","1061.100003.2","538","","","","0"
"2022-01","Northwest Territories","2016A000261","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030976","1061.100003.3","","..","","","0"
"2022-01","Nunavut","2016A000262","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030977","1062.100001.1","1654","","","","0"
"2022-01","Nunavut","2016A000262","Total, all airports","Itinerant movements","Number","223","units","0","v1376030978","1062.100001.2","1650","","","","0"
"2022-01","Nunavut","2016A000262","Total, all airports","Local movements","Number","223","units","0","v1376030979","1062.100001.3","4","","","","0"
"2022-01","Nunavut","2016A000262","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030980","1062.100002.1","1654","","","","0"
"2022-01","Nunavut","2016A000262","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030981","1062.100002.2","1650","","","","0"
"2022-01","Nunavut","2016A000262","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030982","1062.100002.3","4","","","","0"
"2022-01","Nunavut","2016A000262","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030983","1062.100003.1","","..","","","0"
"2022-01","Nunavut","2016A000262","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030984","1062.100003.2","","..","","","0"
"2022-01","Nunavut","2016A000262","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030985","1062.100003.3","","..","","","0"
"2022-02","Canada","2016A000011124","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030860","1.100001.1","303435","","","","0"
"2022-02","Canada","2016A000011124","Total, all airports","Itinerant movements","Number","223","units","0","v1376030861","1.100001.2","202775","","","","0"
"2022-02","Canada","2016A000011124","Total, all airports","Local movements","Number","223","units","0","v1376030862","1.100001.3","100660","","","","0"
"2022-02","Canada","2016A000011124","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030863","1.100002.1","289041","","","","0"
"2022-02","Canada","2016A000011124","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030864","1.100002.2","189643","","","","0"
"2022-02","Canada","2016A000011124","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030865","1.100002.3","99398","","","","0"
"2022-02","Canada","2016A000011124","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030866","1.100003.1","14394","","","","0"
"2022-02","Canada","2016A000011124","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030867","1.100003.2","13132","","","","0"
"2022-02","Canada","2016A000011124","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030868","1.100003.3","1262","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030869","1010.100001.1","6701","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, all airports","Itinerant movements","Number","223","units","0","v1376030870","1010.100001.2","5755","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, all airports","Local movements","Number","223","units","0","v1376030871","1010.100001.3","946","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030872","1010.100002.1","4885","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030873","1010.100002.2","3941","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030874","1010.100002.3","944","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030875","1010.100003.1","1816","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030876","1010.100003.2","1814","","","","0"
"2022-02","Newfoundland and Labrador","2016A000210","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030877","1010.100003.3","2","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030878","1011.100001.1","555","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, all airports","Itinerant movements","Number","223","units","0","v1376030879","1011.100001.2","285","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, all airports","Local movements","Number","223","units","0","v1376030880","1011.100001.3","270","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030881","1011.100002.1","555","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030882","1011.100002.2","285","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030883","1011.100002.3","270","","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030884","1011.100003.1","","..","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030885","1011.100003.2","","..","","","0"
"2022-02","Prince Edward Island","2016A000211","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030886","1011.100003.3","","..","","","0"
"2022-02","Nova Scotia","2016A000212","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030887","1012.100001.1","2491","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, all airports","Itinerant movements","Number","223","units","0","v1376030888","1012.100001.2","2317","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, all airports","Local movements","Number","223","units","0","v1376030889","1012.100001.3","174","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030890","1012.100002.1","2276","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030891","1012.100002.2","2106","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030892","1012.100002.3","170","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030893","1012.100003.1","215","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030894","1012.100003.2","211","","","","0"
"2022-02","Nova Scotia","2016A000212","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030895","1012.100003.3","4","","","","0"
"2022-02","New Brunswick","2016A000213","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030896","1013.100001.1","10309","","","","0"
"2022-02","New Brunswick","2016A000213","Total, all airports","Itinerant movements","Number","223","units","0","v1376030897","1013.100001.2","5273","","","","0"
"2022-02","New Brunswick","2016A000213","Total, all airports","Local movements","Number","223","units","0","v1376030898","1013.100001.3","5036","","","","0"
"2022-02","New Brunswick","2016A000213","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030899","1013.100002.1","10309","","","","0"
"2022-02","New Brunswick","2016A000213","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030900","1013.100002.2","5273","","","","0"
"2022-02","New Brunswick","2016A000213","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030901","1013.100002.3","5036","","","","0"
"2022-02","New Brunswick","2016A000213","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030902","1013.100003.1","","..","","","0"
"2022-02","New Brunswick","2016A000213","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030903","1013.100003.2","","..","","","0"
"2022-02","New Brunswick","2016A000213","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030904","1013.100003.3","","..","","","0"
"2022-02","Quebec","2016A000224","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030905","1024.100001.1","37917","","","","0"
"2022-02","Quebec","2016A000224","Total, all airports","Itinerant movements","Number","223","units","0","v1376030906","1024.100001.2","27435","","","","0"
"2022-02","Quebec","2016A000224","Total, all airports","Local movements","Number","223","units","0","v1376030907","1024.100001.3","10482","","","","0"
"2022-02","Quebec","2016A000224","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030908","1024.100002.1","35544","","","","0"
"2022-02","Quebec","2016A000224","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030909","1024.100002.2","25204","","","","0"
"2022-02","Quebec","2016A000224","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030910","1024.100002.3","10340","","","","0"
"2022-02","Quebec","2016A000224","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030911","1024.100003.1","2373","","","","0"
"2022-02","Quebec","2016A000224","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030912","1024.100003.2","2231","","","","0"
"2022-02","Quebec","2016A000224","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030913","1024.100003.3","142","","","","0"
"2022-02","Ontario","2016A000235","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030914","1035.100001.1","69175","","","","0"
"2022-02","Ontario","2016A000235","Total, all airports","Itinerant movements","Number","223","units","0","v1376030915","1035.100001.2","51583","","","","0"
"2022-02","Ontario","2016A000235","Total, all airports","Local movements","Number","223","units","0","v1376030916","1035.100001.3","17592","","","","0"
"2022-02","Ontario","2016A000235","Total, NAV CANADA towers and flight service stations","Total, itinerant and local movements","Number","223","units","0","v1376030917","1035.100002.1","64944","","","","0"
"2022-02","Ontario","2016A000235","Total, NAV CANADA towers and flight service stations","Itinerant movements","Number","223","units","0","v1376030918","1035.100002.2","47846","","","","0"
"2022-02","Ontario","2016A000235","Total, NAV CANADA towers and flight service stations","Local movements","Number","223","units","0","v1376030919","1035.100002.3","17098","","","","0"
"2022-02","Ontario","2016A000235","Total, non-NAV CANADA airports","Total, itinerant and local movements","Number","223","units","0","v1376030920","1035.100003.1","4231","","","","0"
"2022-02","Ontario","2016A000235","Total, non-NAV CANADA airports","Itinerant movements","Number","223","units","0","v1376030921","1035.100003.2","3737","","","","0"
"2022-02","Ontario","2016A000235","Total, non-NAV CANADA airports","Local movements","Number","223","units","0","v1376030922","1035.100003.3","494","","","","0"
"2022-02","Manitoba","2016A000246","Total, all airports","Total, itinerant and local movements","Number","223","units","0","v1376030923","1046.100001.1","20248","","","","0"
