"REF_DATE","GEO","DGUID","Airports","Type of operation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Canada","2021A000011124","Rouyn-Noranda, Quebec","Government military movements","Number","223","units","0","v1376028117","1.133.6","","..","","","0"
"2022-01","Canada","2021A000011124","Saint John, New Brunswick","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028100","1.129.1","240","","","","0"
"2022-01","Canada","2021A000011124","Saint John, New Brunswick","Air carrier movements, level IV-VI","Number","223","units","0","v1376028101","1.129.2","33","","","","0"
"2022-01","Canada","2021A000011124","Saint John, New Brunswick","Other commercial movements","Number","223","units","0","v1376028102","1.129.3","","..","","","0"
"2022-01","Canada","2021A000011124","Saint John, New Brunswick","Private movements","Number","223","units","0","v1376028103","1.129.4","148","","","","0"
"2022-01","Canada","2021A000011124","Saint John, New Brunswick","Government civil movements","Number","223","units","0","v1376028104","1.129.5","16","","","","0"
"2022-01","Canada","2021A000011124","Saint John, New Brunswick","Government military movements","Number","223","units","0","v1376028105","1.129.6","3","","","","0"
"2022-01","Canada","2021A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028088","1.126.1","1424","","","","0"
"2022-01","Canada","2021A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Air carrier movements, level IV-VI","Number","223","units","0","v1376028089","1.126.2","658","","","","0"
"2022-01","Canada","2021A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Other commercial movements","Number","223","units","0","v1376028090","1.126.3","282","","","","0"
"2022-01","Canada","2021A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Private movements","Number","223","units","0","v1376028091","1.126.4","245","","","","0"
"2022-01","Canada","2021A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Government civil movements","Number","223","units","0","v1376028092","1.126.5","391","","","","0"
"2022-01","Canada","2021A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Government military movements","Number","223","units","0","v1376028093","1.126.6","2","","","","0"
"2022-01","Canada","2021A000011124","Sault Ste. Marie, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028094","1.127.1","519","","","","0"
"2022-01","Canada","2021A000011124","Sault Ste. Marie, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028095","1.127.2","18","","","","0"
"2022-01","Canada","2021A000011124","Sault Ste. Marie, Ontario","Other commercial movements","Number","223","units","0","v1376028096","1.127.3","193","","","","0"
"2022-01","Canada","2021A000011124","Sault Ste. Marie, Ontario","Private movements","Number","223","units","0","v1376028097","1.127.4","80","","","","0"
"2022-01","Canada","2021A000011124","Sault Ste. Marie, Ontario","Government civil movements","Number","223","units","0","v1376028098","1.127.5","35","","","","0"
"2022-01","Canada","2021A000011124","Sault Ste. Marie, Ontario","Government military movements","Number","223","units","0","v1376028099","1.127.6","","..","","","0"
"2022-01","Canada","2021A000011124","Sept-Îles, Quebec","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028070","1.120.1","708","","","","0"
"2022-01","Canada","2021A000011124","Sept-Îles, Quebec","Air carrier movements, level IV-VI","Number","223","units","0","v1376028071","1.120.2","512","","","","0"
"2022-01","Canada","2021A000011124","Sept-Îles, Quebec","Other commercial movements","Number","223","units","0","v1376028072","1.120.3","22","","","","0"
"2022-01","Canada","2021A000011124","Sept-Îles, Quebec","Private movements","Number","223","units","0","v1376028073","1.120.4","64","","","","0"
"2022-01","Canada","2021A000011124","Sept-Îles, Quebec","Government civil movements","Number","223","units","0","v1376028074","1.120.5","86","","","","0"
"2022-01","Canada","2021A000011124","Sept-Îles, Quebec","Government military movements","Number","223","units","0","v1376028075","1.120.6","","..","","","0"
"2022-01","Canada","2021A000011124","Sioux Lookout, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028076","1.122.1","1533","","","","0"
"2022-01","Canada","2021A000011124","Sioux Lookout, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028077","1.122.2","140","","","","0"
"2022-01","Canada","2021A000011124","Sioux Lookout, Ontario","Other commercial movements","Number","223","units","0","v1376028078","1.122.3","164","","","","0"
"2022-01","Canada","2021A000011124","Sioux Lookout, Ontario","Private movements","Number","223","units","0","v1376028079","1.122.4","30","","","","0"
"2022-01","Canada","2021A000011124","Sioux Lookout, Ontario","Government civil movements","Number","223","units","0","v1376028080","1.122.5","6","","","","0"
"2022-01","Canada","2021A000011124","Sioux Lookout, Ontario","Government military movements","Number","223","units","0","v1376028081","1.122.6","","..","","","0"
"2022-01","Canada","2021A000011124","Smithers, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028082","1.123.1","201","","","","0"
"2022-01","Canada","2021A000011124","Smithers, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028083","1.123.2","172","","","","0"
"2022-01","Canada","2021A000011124","Smithers, British Columbia","Other commercial movements","Number","223","units","0","v1376028084","1.123.3","2","","","","0"
"2022-01","Canada","2021A000011124","Smithers, British Columbia","Private movements","Number","223","units","0","v1376028085","1.123.4","23","","","","0"
"2022-01","Canada","2021A000011124","Smithers, British Columbia","Government civil movements","Number","223","units","0","v1376028086","1.123.5","4","","","","0"
"2022-01","Canada","2021A000011124","Smithers, British Columbia","Government military movements","Number","223","units","0","v1376028087","1.123.6","","..","","","0"
"2022-01","Canada","2021A000011124","St. Catharines, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028334","1.4957.1","16","","","","0"
"2022-01","Canada","2021A000011124","St. Catharines, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028335","1.4957.2","389","","","","0"
"2022-01","Canada","2021A000011124","St. Catharines, Ontario","Other commercial movements","Number","223","units","0","v1376028336","1.4957.3","15","","","","0"
"2022-01","Canada","2021A000011124","St. Catharines, Ontario","Private movements","Number","223","units","0","v1376028337","1.4957.4","186","","","","0"
"2022-01","Canada","2021A000011124","St. Catharines, Ontario","Government civil movements","Number","223","units","0","v1376028338","1.4957.5","2","","","","0"
"2022-01","Canada","2021A000011124","St. Catharines, Ontario","Government military movements","Number","223","units","0","v1376028339","1.4957.6","","..","","","0"
"2022-01","Canada","2021A000011124","St. John's International, Newfoundland and Labrador","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028058","1.117.1","1184","","","","0"
"2022-01","Canada","2021A000011124","St. John's International, Newfoundland and Labrador","Air carrier movements, level IV-VI","Number","223","units","0","v1376028059","1.117.2","256","","","","0"
"2022-01","Canada","2021A000011124","St. John's International, Newfoundland and Labrador","Other commercial movements","Number","223","units","0","v1376028060","1.117.3","6","","","","0"
"2022-01","Canada","2021A000011124","St. John's International, Newfoundland and Labrador","Private movements","Number","223","units","0","v1376028061","1.117.4","90","","","","0"
"2022-01","Canada","2021A000011124","St. John's International, Newfoundland and Labrador","Government civil movements","Number","223","units","0","v1376028062","1.117.5","203","","","","0"
"2022-01","Canada","2021A000011124","St. John's International, Newfoundland and Labrador","Government military movements","Number","223","units","0","v1376028063","1.117.6","33","","","","0"
"2022-01","Canada","2021A000011124","St-Jean, Quebec","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028376","1.4993.1","","..","","","0"
"2022-01","Canada","2021A000011124","St-Jean, Quebec","Air carrier movements, level IV-VI","Number","223","units","0","v1376028377","1.4993.2","22","","","","0"
"2022-01","Canada","2021A000011124","St-Jean, Quebec","Other commercial movements","Number","223","units","0","v1376028378","1.4993.3","3","","","","0"
"2022-01","Canada","2021A000011124","St-Jean, Quebec","Private movements","Number","223","units","0","v1376028379","1.4993.4","52","","","","0"
"2022-01","Canada","2021A000011124","St-Jean, Quebec","Government civil movements","Number","223","units","0","v1376028380","1.4993.5","6","","","","0"
"2022-01","Canada","2021A000011124","St-Jean, Quebec","Government military movements","Number","223","units","0","v1376028381","1.4993.6","2","","","","0"
"2022-01","Canada","2021A000011124","Sudbury, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028280","1.179.1","1096","","","","0"
"2022-01","Canada","2021A000011124","Sudbury, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028281","1.179.2","144","","","","0"
"2022-01","Canada","2021A000011124","Sudbury, Ontario","Other commercial movements","Number","223","units","0","v1376028282","1.179.3","55","","","","0"
"2022-01","Canada","2021A000011124","Sudbury, Ontario","Private movements","Number","223","units","0","v1376028283","1.179.4","70","","","","0"
"2022-01","Canada","2021A000011124","Sudbury, Ontario","Government civil movements","Number","223","units","0","v1376028284","1.179.5","43","","","","0"
"2022-01","Canada","2021A000011124","Sudbury, Ontario","Government military movements","Number","223","units","0","v1376028285","1.179.6","2","","","","0"
"2022-01","Canada","2021A000011124","Terrace, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028298","1.182.1","711","","","","0"
"2022-01","Canada","2021A000011124","Terrace, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028299","1.182.2","168","","","","0"
"2022-01","Canada","2021A000011124","Terrace, British Columbia","Other commercial movements","Number","223","units","0","v1376028300","1.182.3","63","","","","0"
"2022-01","Canada","2021A000011124","Terrace, British Columbia","Private movements","Number","223","units","0","v1376028301","1.182.4","14","","","","0"
"2022-01","Canada","2021A000011124","Terrace, British Columbia","Government civil movements","Number","223","units","0","v1376028302","1.182.5","20","","","","0"
"2022-01","Canada","2021A000011124","Terrace, British Columbia","Government military movements","Number","223","units","0","v1376028303","1.182.6","","..","","","0"
"2022-01","Canada","2021A000011124","Thompson, Manitoba","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028268","1.177.1","1679","","","","0"
"2022-01","Canada","2021A000011124","Thompson, Manitoba","Air carrier movements, level IV-VI","Number","223","units","0","v1376028269","1.177.2","233","","","","0"
"2022-01","Canada","2021A000011124","Thompson, Manitoba","Other commercial movements","Number","223","units","0","v1376028270","1.177.3","2","","","","0"
"2022-01","Canada","2021A000011124","Thompson, Manitoba","Private movements","Number","223","units","0","v1376028271","1.177.4","15","","","","0"
"2022-01","Canada","2021A000011124","Thompson, Manitoba","Government civil movements","Number","223","units","0","v1376028272","1.177.5","54","","","","0"
"2022-01","Canada","2021A000011124","Thompson, Manitoba","Government military movements","Number","223","units","0","v1376028273","1.177.6","","..","","","0"
"2022-01","Canada","2021A000011124","Thunder Bay, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028274","1.178.1","2995","","","","0"
"2022-01","Canada","2021A000011124","Thunder Bay, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028275","1.178.2","284","","","","0"
"2022-01","Canada","2021A000011124","Thunder Bay, Ontario","Other commercial movements","Number","223","units","0","v1376028276","1.178.3","480","","","","0"
"2022-01","Canada","2021A000011124","Thunder Bay, Ontario","Private movements","Number","223","units","0","v1376028277","1.178.4","128","","","","0"
"2022-01","Canada","2021A000011124","Thunder Bay, Ontario","Government civil movements","Number","223","units","0","v1376028278","1.178.5","91","","","","0"
"2022-01","Canada","2021A000011124","Thunder Bay, Ontario","Government military movements","Number","223","units","0","v1376028279","1.178.6","16","","","","0"
"2022-01","Canada","2021A000011124","Timmins, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028286","1.180.1","816","","","","0"
"2022-01","Canada","2021A000011124","Timmins, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028287","1.180.2","22","","","","0"
"2022-01","Canada","2021A000011124","Timmins, Ontario","Other commercial movements","Number","223","units","0","v1376028288","1.180.3","12","","","","0"
"2022-01","Canada","2021A000011124","Timmins, Ontario","Private movements","Number","223","units","0","v1376028289","1.180.4","17","","","","0"
"2022-01","Canada","2021A000011124","Timmins, Ontario","Government civil movements","Number","223","units","0","v1376028290","1.180.5","31","","","","0"
"2022-01","Canada","2021A000011124","Timmins, Ontario","Government military movements","Number","223","units","0","v1376028291","1.180.6","","..","","","0"
"2022-01","Canada","2021A000011124","Toronto/Billy Bishop Toronto City, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028220","1.162.1","1623","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Billy Bishop Toronto City, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028221","1.162.2","429","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Billy Bishop Toronto City, Ontario","Other commercial movements","Number","223","units","0","v1376028222","1.162.3","1164","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Billy Bishop Toronto City, Ontario","Private movements","Number","223","units","0","v1376028223","1.162.4","165","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Billy Bishop Toronto City, Ontario","Government civil movements","Number","223","units","0","v1376028224","1.162.5","","..","","","0"
"2022-01","Canada","2021A000011124","Toronto/Billy Bishop Toronto City, Ontario","Government military movements","Number","223","units","0","v1376028225","1.162.6","7","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Lester B. Pearson International, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028214","1.161.1","19773","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Lester B. Pearson International, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028215","1.161.2","277","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Lester B. Pearson International, Ontario","Other commercial movements","Number","223","units","0","v1376028216","1.161.3","87","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Lester B. Pearson International, Ontario","Private movements","Number","223","units","0","v1376028217","1.161.4","340","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Lester B. Pearson International, Ontario","Government civil movements","Number","223","units","0","v1376028218","1.161.5","6","","","","0"
"2022-01","Canada","2021A000011124","Toronto/Lester B. Pearson International, Ontario","Government military movements","Number","223","units","0","v1376028219","1.161.6","8","","","","0"
"2022-01","Canada","2021A000011124","Val-d'Or, Quebec","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028232","1.168.1","739","","","","0"
"2022-01","Canada","2021A000011124","Val-d'Or, Quebec","Air carrier movements, level IV-VI","Number","223","units","0","v1376028233","1.168.2","86","","","","0"
"2022-01","Canada","2021A000011124","Val-d'Or, Quebec","Other commercial movements","Number","223","units","0","v1376028234","1.168.3","18","","","","0"
"2022-01","Canada","2021A000011124","Val-d'Or, Quebec","Private movements","Number","223","units","0","v1376028235","1.168.4","50","","","","0"
"2022-01","Canada","2021A000011124","Val-d'Or, Quebec","Government civil movements","Number","223","units","0","v1376028236","1.168.5","22","","","","0"
"2022-01","Canada","2021A000011124","Val-d'Or, Quebec","Government military movements","Number","223","units","0","v1376028237","1.168.6","","..","","","0"
"2022-01","Canada","2021A000011124","Vancouver Harbour, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028322","1.4238.1","1246","","","","0"
"2022-01","Canada","2021A000011124","Vancouver Harbour, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028323","1.4238.2","59","","","","0"
"2022-01","Canada","2021A000011124","Vancouver Harbour, British Columbia","Other commercial movements","Number","223","units","0","v1376028324","1.4238.3","4","","","","0"
"2022-01","Canada","2021A000011124","Vancouver Harbour, British Columbia","Private movements","Number","223","units","0","v1376028325","1.4238.4","2","","","","0"
"2022-01","Canada","2021A000011124","Vancouver Harbour, British Columbia","Government civil movements","Number","223","units","0","v1376028326","1.4238.5","","..","","","0"
"2022-01","Canada","2021A000011124","Vancouver Harbour, British Columbia","Government military movements","Number","223","units","0","v1376028327","1.4238.6","1","","","","0"
"2022-01","Canada","2021A000011124","Vancouver International, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028238","1.169.1","15273","","","","0"
"2022-01","Canada","2021A000011124","Vancouver International, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028239","1.169.2","167","","","","0"
"2022-01","Canada","2021A000011124","Vancouver International, British Columbia","Other commercial movements","Number","223","units","0","v1376028240","1.169.3","177","","","","0"
"2022-01","Canada","2021A000011124","Vancouver International, British Columbia","Private movements","Number","223","units","0","v1376028241","1.169.4","355","","","","0"
"2022-01","Canada","2021A000011124","Vancouver International, British Columbia","Government civil movements","Number","223","units","0","v1376028242","1.169.5","38","","","","0"
"2022-01","Canada","2021A000011124","Vancouver International, British Columbia","Government military movements","Number","223","units","0","v1376028243","1.169.6","7","","","","0"
"2022-01","Canada","2021A000011124","Victoria Harbour, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028316","1.4181.1","695","","","","0"
"2022-01","Canada","2021A000011124","Victoria Harbour, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028317","1.4181.2","34","","","","0"
"2022-01","Canada","2021A000011124","Victoria Harbour, British Columbia","Other commercial movements","Number","223","units","0","v1376028318","1.4181.3","2","","","","0"
"2022-01","Canada","2021A000011124","Victoria Harbour, British Columbia","Private movements","Number","223","units","0","v1376028319","1.4181.4","4","","","","0"
"2022-01","Canada","2021A000011124","Victoria Harbour, British Columbia","Government civil movements","Number","223","units","0","v1376028320","1.4181.5","107","","","","0"
"2022-01","Canada","2021A000011124","Victoria Harbour, British Columbia","Government military movements","Number","223","units","0","v1376028321","1.4181.6","4","","","","0"
"2022-01","Canada","2021A000011124","Victoria International, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028244","1.171.1","1898","","","","0"
"2022-01","Canada","2021A000011124","Victoria International, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028245","1.171.2","659","","","","0"
"2022-01","Canada","2021A000011124","Victoria International, British Columbia","Other commercial movements","Number","223","units","0","v1376028246","1.171.3","34","","","","0"
"2022-01","Canada","2021A000011124","Victoria International, British Columbia","Private movements","Number","223","units","0","v1376028247","1.171.4","560","","","","0"
"2022-01","Canada","2021A000011124","Victoria International, British Columbia","Government civil movements","Number","223","units","0","v1376028248","1.171.5","6","","","","0"
"2022-01","Canada","2021A000011124","Victoria International, British Columbia","Government military movements","Number","223","units","0","v1376028249","1.171.6","88","","","","0"
"2022-01","Canada","2021A000011124","Wabush, Newfoundland and Labrador","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028160","1.147.1","498","","","","0"
"2022-01","Canada","2021A000011124","Wabush, Newfoundland and Labrador","Air carrier movements, level IV-VI","Number","223","units","0","v1376028161","1.147.2","88","","","","0"
"2022-01","Canada","2021A000011124","Wabush, Newfoundland and Labrador","Other commercial movements","Number","223","units","0","v1376028162","1.147.3","6","","","","0"
"2022-01","Canada","2021A000011124","Wabush, Newfoundland and Labrador","Private movements","Number","223","units","0","v1376028163","1.147.4","","..","","","0"
"2022-01","Canada","2021A000011124","Wabush, Newfoundland and Labrador","Government civil movements","Number","223","units","0","v1376028164","1.147.5","14","","","","0"
"2022-01","Canada","2021A000011124","Wabush, Newfoundland and Labrador","Government military movements","Number","223","units","0","v1376028165","1.147.6","","..","","","0"
"2022-01","Canada","2021A000011124","Whitecourt, Alberta","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028430","1.5110.1","40","","","","0"
"2022-01","Canada","2021A000011124","Whitecourt, Alberta","Air carrier movements, level IV-VI","Number","223","units","0","v1376028431","1.5110.2","76","","","","0"
"2022-01","Canada","2021A000011124","Whitecourt, Alberta","Other commercial movements","Number","223","units","0","v1376028432","1.5110.3","110","","","","0"
"2022-01","Canada","2021A000011124","Whitecourt, Alberta","Private movements","Number","223","units","0","v1376028433","1.5110.4","57","","","","0"
"2022-01","Canada","2021A000011124","Whitecourt, Alberta","Government civil movements","Number","223","units","0","v1376028434","1.5110.5","","..","","","0"
"2022-01","Canada","2021A000011124","Whitecourt, Alberta","Government military movements","Number","223","units","0","v1376028435","1.5110.6","2","","","","0"
"2022-01","Canada","2021A000011124","Whitehorse/Erik Nielsen International, Yukon","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028190","1.155.1","865","","","","0"
"2022-01","Canada","2021A000011124","Whitehorse/Erik Nielsen International, Yukon","Air carrier movements, level IV-VI","Number","223","units","0","v1376028191","1.155.2","153","","","","0"
"2022-01","Canada","2021A000011124","Whitehorse/Erik Nielsen International, Yukon","Other commercial movements","Number","223","units","0","v1376028192","1.155.3","10","","","","0"
"2022-01","Canada","2021A000011124","Whitehorse/Erik Nielsen International, Yukon","Private movements","Number","223","units","0","v1376028193","1.155.4","59","","","","0"
"2022-01","Canada","2021A000011124","Whitehorse/Erik Nielsen International, Yukon","Government civil movements","Number","223","units","0","v1376028194","1.155.5","14","","","","0"
"2022-01","Canada","2021A000011124","Whitehorse/Erik Nielsen International, Yukon","Government military movements","Number","223","units","0","v1376028195","1.155.6","6","","","","0"
"2022-01","Canada","2021A000011124","Williams Lake, British Columbia","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028202","1.158.1","158","","","","0"
"2022-01","Canada","2021A000011124","Williams Lake, British Columbia","Air carrier movements, level IV-VI","Number","223","units","0","v1376028203","1.158.2","80","","","","0"
"2022-01","Canada","2021A000011124","Williams Lake, British Columbia","Other commercial movements","Number","223","units","0","v1376028204","1.158.3","6","","","","0"
"2022-01","Canada","2021A000011124","Williams Lake, British Columbia","Private movements","Number","223","units","0","v1376028205","1.158.4","45","","","","0"
"2022-01","Canada","2021A000011124","Williams Lake, British Columbia","Government civil movements","Number","223","units","0","v1376028206","1.158.5","4","","","","0"
"2022-01","Canada","2021A000011124","Williams Lake, British Columbia","Government military movements","Number","223","units","0","v1376028207","1.158.6","","..","","","0"
"2022-01","Canada","2021A000011124","Windsor, Ontario","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028208","1.160.1","276","","","","0"
"2022-01","Canada","2021A000011124","Windsor, Ontario","Air carrier movements, level IV-VI","Number","223","units","0","v1376028209","1.160.2","810","","","","0"
"2022-01","Canada","2021A000011124","Windsor, Ontario","Other commercial movements","Number","223","units","0","v1376028210","1.160.3","27","","","","0"
"2022-01","Canada","2021A000011124","Windsor, Ontario","Private movements","Number","223","units","0","v1376028211","1.160.4","277","","","","0"
"2022-01","Canada","2021A000011124","Windsor, Ontario","Government civil movements","Number","223","units","0","v1376028212","1.160.5","3","","","","0"
"2022-01","Canada","2021A000011124","Windsor, Ontario","Government military movements","Number","223","units","0","v1376028213","1.160.6","","..","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028226","1.163.1","5095","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Air carrier movements, level IV-VI","Number","223","units","0","v1376028227","1.163.2","564","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Other commercial movements","Number","223","units","0","v1376028228","1.163.3","19","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Private movements","Number","223","units","0","v1376028229","1.163.4","134","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Government civil movements","Number","223","units","0","v1376028230","1.163.5","191","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Government military movements","Number","223","units","0","v1376028231","1.163.6","161","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/St. Andrews, Manitoba","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028436","1.5111.1","919","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/St. Andrews, Manitoba","Air carrier movements, level IV-VI","Number","223","units","0","v1376028437","1.5111.2","1329","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/St. Andrews, Manitoba","Other commercial movements","Number","223","units","0","v1376028438","1.5111.3","302","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/St. Andrews, Manitoba","Private movements","Number","223","units","0","v1376028439","1.5111.4","207","","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/St. Andrews, Manitoba","Government civil movements","Number","223","units","0","v1376028440","1.5111.5","","..","","","0"
"2022-01","Canada","2021A000011124","Winnipeg/St. Andrews, Manitoba","Government military movements","Number","223","units","0","v1376028441","1.5111.6","2","","","","0"
"2022-01","Canada","2021A000011124","Yellowknife, Northwest Territories","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028304","1.187.1","2327","","","","0"
"2022-01","Canada","2021A000011124","Yellowknife, Northwest Territories","Air carrier movements, level IV-VI","Number","223","units","0","v1376028305","1.187.2","114","","","","0"
"2022-01","Canada","2021A000011124","Yellowknife, Northwest Territories","Other commercial movements","Number","223","units","0","v1376028306","1.187.3","22","","","","0"
"2022-01","Canada","2021A000011124","Yellowknife, Northwest Territories","Private movements","Number","223","units","0","v1376028307","1.187.4","14","","","","0"
"2022-01","Canada","2021A000011124","Yellowknife, Northwest Territories","Government civil movements","Number","223","units","0","v1376028308","1.187.5","16","","","","0"
"2022-01","Canada","2021A000011124","Yellowknife, Northwest Territories","Government military movements","Number","223","units","0","v1376028309","1.187.6","89","","","","0"
"2022-01","Canada","2021A000011124","Total, non-NAV CANADA airports","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376027698","1.100003.1","8358","","","","0"
"2022-01","Canada","2021A000011124","Total, non-NAV CANADA airports","Air carrier movements, level IV-VI","Number","223","units","0","v1376027699","1.100003.2","3418","","","","0"
"2022-01","Canada","2021A000011124","Total, non-NAV CANADA airports","Other commercial movements","Number","223","units","0","v1376027700","1.100003.3","400","","","","0"
"2022-01","Canada","2021A000011124","Total, non-NAV CANADA airports","Private movements","Number","223","units","0","v1376027701","1.100003.4","744","","","","0"
"2022-01","Canada","2021A000011124","Total, non-NAV CANADA airports","Government civil movements","Number","223","units","0","v1376027702","1.100003.5","465","","","","0"
"2022-01","Canada","2021A000011124","Total, non-NAV CANADA airports","Government military movements","Number","223","units","0","v1376027703","1.100003.6","266","","","","0"
"2022-01","Canada","2021A000011124","Baie-Comeau, Quebec","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376027710","1.7.1","140","","","","0"
"2022-01","Canada","2021A000011124","Baie-Comeau, Quebec","Air carrier movements, level IV-VI","Number","223","units","0","v1376027711","1.7.2","133","","","","0"
"2022-01","Canada","2021A000011124","Baie-Comeau, Quebec","Other commercial movements","Number","223","units","0","v1376027712","1.7.3","2","","","","0"
"2022-01","Canada","2021A000011124","Baie-Comeau, Quebec","Private movements","Number","223","units","0","v1376027713","1.7.4","16","","","","0"
"2022-01","Canada","2021A000011124","Baie-Comeau, Quebec","Government civil movements","Number","223","units","0","v1376027714","1.7.5","56","","","","0"
"2022-01","Canada","2021A000011124","Baie-Comeau, Quebec","Government military movements","Number","223","units","0","v1376027715","1.7.6","","..","","","0"
"2022-01","Canada","2021A000011124","Buffalo Narrows, Saskatchewan","Air carrier movements, level I-III and foreign air carriers","Number","223","units","0","v1376028340","1.4980.1","84","","","","0"
"2022-01","Canada","2021A000011124","Buffalo Narrows, Saskatchewan","Air carrier movements, level IV-VI","Number","223","units","0","v1376028341","1.4980.2","38","","","","0"
"2022-01","Canada","2021A000011124","Buffalo Narrows, Saskatchewan","Other commercial movements","Number","223","units","0","v1376028342","1.4980.3","","..","","","0"
"2022-01","Canada","2021A000011124","Buffalo Narrows, Saskatchewan","Private movements","Number","223","units","0","v1376028343","1.4980.4","","..","","","0"
"2022-01","Canada","2021A000011124","Buffalo Narrows, Saskatchewan","Government civil movements","Number","223","units","0","v1376028344","1.4980.5","","..","","","0"
"2022-01","Canada","2021A000011124","Buffalo Narrows, Saskatchewan","Government military movements","Number","223","units","0","v1376028345","1.4980.6","","..","","","0"
